num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
21.0,36.037,99.928,4.758,135.965,31.8,35.633,161.272,5.071,196.904
23.0,23.043,62.868,2.733,85.911,35.1,22.863,99.289,2.829,122.153
27.0,15.920,44.400,1.644,60.320,37.3,15.224,59.422,1.593,74.646
29.0,11.480,28.768,0.992,40.248,40.0,10.541,37.786,0.945,48.327
29.0,10.186,19.041,0.657,29.227,40.9,8.454,25.375,0.620,33.829
29.0,8.573,18.425,0.635,26.998,41.0,7.421,23.570,0.575,30.991
