num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg,ranks,cores,total_cores
9.0,0.819,0.273,0.030,1.092,9.9,0.282,0.292,0.029,0.573,24,1,24
13.0,0.945,0.317,0.024,1.262,14.4,0.265,0.347,0.024,0.612,24,1,24
17.0,1.166,0.549,0.032,1.715,18.5,0.459,0.602,0.033,1.061,24,1,24
20.0,1.009,0.522,0.026,1.531,23.2,0.322,0.611,0.026,0.933,24,1,24
