num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
38.0,1.833,20.585,0.542,22.418,38.0,1.817,22.895,0.602,24.712
39.0,8.919,17.688,0.454,26.607,39.8,2.269,20.104,0.505,22.372
49.0,9.971,23.791,0.486,33.762,48.7,2.095,14.646,0.301,16.741
