num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
5.0,9.683,3.756,0.751,13.439,6.0,9.680,4.397,0.733,14.076
6.0,7.191,2.996,0.499,10.187,7.3,7.196,3.462,0.474,10.658
6.0,5.081,1.724,0.287,6.805,7.3,5.048,2.028,0.278,7.076
6.0,3.640,1.084,0.181,4.724,7.8,3.620,1.346,0.173,4.966
7.0,2.874,0.880,0.126,3.754,7.9,2.927,1.007,0.127,3.934
6.0,2.518,0.720,0.120,3.238,7.8,2.779,0.920,0.118,3.699
