num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
34.0,1.197,7.554,0.222,8.751,34.0,1.246,7.576,0.223,8.822
42.0,3.535,21.722,0.517,25.257,42.0,3.778,16.919,0.403,20.697
45.0,7.036,82.458,1.832,89.494,45.0,8.561,83.544,1.857,92.106
