num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
43.0,11.754,62.151,1.445,73.905,43.0,11.585,53.300,1.240,64.885
47.0,6.262,31.579,0.672,37.841,47.0,6.602,28.261,0.601,34.863
42.0,3.498,23.813,0.567,27.311,42.0,4.040,16.755,0.399,20.796
41.0,2.239,24.581,0.600,26.820,41.0,2.339,11.587,0.283,13.926
38.0,1.426,29.712,0.782,31.138,38.0,1.844,19.872,0.523,21.716
38.0,3.541,30.095,0.792,33.636,38.0,2.910,32.875,0.865,35.784
