8.0,2.296,1.678,0.210,3.974,8.8,0.987,1.845,0.210,2.832
13.0,2.001,2.649,0.204,4.650,13.0,0.903,2.639,0.203,3.542
17.0,1.827,3.168,0.186,4.995,17.0,0.841,3.154,0.186,3.996
19.0,1.842,3.436,0.181,5.278,19.0,0.832,3.428,0.180,4.260
