num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg,ranks,cores,total_cores
23.0,6.828,2.442,0.106,9.270,23.0,1.403,2.429,0.106,3.833,1,1,1
17.0,7.541,4.173,0.245,11.714,17.0,1.559,4.245,0.250,5.804,1,1,1
13.0,6.858,4.447,0.342,11.305,13.0,1.430,4.502,0.346,5.932,1,1,1
10.0,7.512,8.876,0.888,16.388,10.0,1.553,8.954,0.895,10.507,1,1,1
