num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
31.0,3.980,0.846,0.027,4.826,44.1,0.786,1.881,0.043,2.667
31.0,4.302,3.569,0.115,7.871,44.1,0.857,2.160,0.049,3.017
