num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
37.0,33.383,37.940,1.025,71.323,37.0,9.958,30.522,0.825,40.480
26.0,42.616,15.231,0.586,57.847,26.0,10.620,10.483,0.403,21.103
26.0,19.784,8.835,0.340,28.619,26.0,4.858,5.808,0.223,10.666
27.0,9.838,6.840,0.253,16.678,27.0,2.353,3.624,0.134,5.977
30.0,5.994,6.547,0.218,12.541,29.2,1.492,2.904,0.099,4.396
