num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg,ranks,cores,total_cores
9.0,0.480,0.062,0.007,0.542,9.9,0.096,0.068,0.007,0.164,1,1,1
7.0,0.469,0.080,0.011,0.549,7.0,0.095,0.080,0.011,0.175,1,1,1
5.0,0.478,0.107,0.021,0.585,5.0,0.096,0.106,0.021,0.202,1,1,1
4.0,0.470,0.166,0.042,0.636,4.0,0.095,0.166,0.042,0.261,1,1,1
