num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
31.0,13.233,2.023,0.065,15.256,43.5,2.852,3.129,0.072,5.981
23.0,12.387,1.999,0.087,14.386,31.4,2.707,2.739,0.087,5.446
16.0,13.131,2.390,0.149,15.521,22.3,2.799,3.169,0.142,5.968
12.0,12.272,2.976,0.248,15.248,15.9,2.728,3.559,0.224,6.287
