num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg,ranks,cores,total_cores
33.0,5.231,4.539,0.138,9.770,33.8,5.143,4.653,0.138,9.795,24,1,24
38.0,41.305,7.625,0.201,48.930,41.0,39.237,8.321,0.203,47.559,192,1,192
