num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
19.0,2.272,4.518,0.238,6.790,19.9,2.210,4.739,0.238,6.949
17.0,7.200,6.938,0.408,14.138,21.9,6.982,8.776,0.401,15.758
18.0,5.255,5.528,0.307,10.783,22.5,5.237,7.396,0.329,12.633
18.0,12.689,18.026,1.001,30.715,28.4,11.772,23.895,0.841,35.667
19.0,24.959,48.145,2.534,73.104,39.5,27.123,165.971,4.207,193.094
