num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
8.0,1.785,1.648,0.206,3.433,8.8,0.710,1.803,0.205,2.513
13.0,1.482,2.113,0.163,3.595,13.0,0.592,2.117,0.163,2.709
17.0,1.445,2.948,0.173,4.393,17.0,0.577,2.948,0.173,3.525
19.0,1.519,3.246,0.171,4.765,19.0,0.574,3.223,0.170,3.797
