num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg,ranks,cores,total_cores
22.0,6.981,4.048,0.184,11.029,23.6,7.203,5.111,0.217,12.314,1,1,1
44.0,12.626,8.728,0.198,21.354,47.7,6.346,9.355,0.196,15.701,1,1,1
50.0,11.150,9.411,0.188,20.561,51.8,6.811,10.499,0.203,17.310,1,1,1
63.0,16.876,12.673,0.201,29.549,64.7,6.236,13.047,0.202,19.283,1,1,1
