9.0,0.553,0.066,0.007,0.619,9.9,0.134,0.069,0.007,0.202
7.0,0.597,0.084,0.012,0.681,7.0,0.139,0.080,0.011,0.219
5.0,0.522,0.112,0.022,0.634,5.0,0.133,0.110,0.022,0.243
4.0,0.616,0.171,0.043,0.787,4.0,0.143,0.169,0.042,0.311
