num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
7.0,0.313,0.131,0.019,0.444,7.9,0.295,0.154,0.020,0.449
7.0,0.343,0.144,0.021,0.487,7.9,0.390,0.182,0.023,0.572
6.0,0.483,0.142,0.024,0.625,7.4,0.493,0.208,0.028,0.701
7.0,0.533,0.169,0.024,0.702,8.7,0.575,0.330,0.038,0.904
7.0,0.837,0.267,0.038,1.104,7.9,0.816,0.393,0.050,1.210
7.0,1.010,0.441,0.063,1.451,8.8,1.061,1.107,0.126,2.168
7.0,2.691,0.730,0.104,3.421,8.8,4.216,3.523,0.400,7.738
