num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
29.0,3.798,5.752,0.198,9.550,30.7,1.870,6.035,0.197,7.905
31.0,4.993,7.278,0.235,12.271,34.6,2.500,8.053,0.233,10.553
37.0,8.140,11.048,0.299,19.188,44.1,3.814,13.081,0.297,16.895
47.0,11.119,16.301,0.347,27.420,58.9,4.965,20.410,0.347,25.374
58.0,18.959,35.841,0.618,54.800,76.1,8.005,56.355,0.741,64.360
62.0,23.963,40.192,0.648,64.155,83.9,9.830,56.134,0.669,65.964
