num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg,ranks,cores,total_cores
54.0,1.819,7.579,0.140,9.398,56.2,0.782,8.155,0.145,8.937,1,1,1
67.0,1.845,9.570,0.143,11.415,66.2,0.808,9.434,0.143,10.242,1,1,1
75.0,1.961,12.462,0.166,14.423,73.6,0.846,12.236,0.166,13.082,1,1,1
78.0,1.963,13.046,0.167,15.009,75.3,0.846,12.564,0.167,13.410,1,1,1
