num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
19.0,13.307,4.437,0.234,17.744,19.9,2.195,4.123,0.207,6.318
20.0,9.866,3.774,0.189,13.640,19.1,1.788,3.531,0.185,5.319
22.0,6.969,2.721,0.124,9.690,22.0,1.259,2.678,0.122,3.937
22.0,5.812,2.299,0.104,8.111,21.2,1.064,2.228,0.105,3.292
24.0,5.296,2.390,0.100,7.686,23.3,0.988,2.310,0.099,3.298
