num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
23.0,7.845,32.453,1.411,40.298,23.0,7.669,39.172,1.703,46.841
24.0,5.407,31.809,1.325,37.216,24.0,5.381,31.751,1.323,37.132
26.0,3.371,21.324,0.820,24.695,26.0,3.395,21.615,0.831,25.010
28.0,2.156,13.813,0.493,15.969,28.0,2.146,13.950,0.498,16.096
29.0,1.436,9.219,0.318,10.655,29.0,1.465,9.444,0.326,10.909
34.0,1.282,7.854,0.231,9.136,34.0,1.244,7.508,0.221,8.752
