num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg,ranks,cores,total_cores
38.0,25.721,42.125,1.109,67.846,39.7,23.511,42.439,1.069,65.950,384,1,384
37.0,7.961,42.160,1.139,50.121,38.5,5.924,43.044,1.118,48.968,384,1,384
