num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
56.0,25.662,7.937,0.142,33.599,55.3,4.318,7.827,0.142,12.145
40.0,24.551,8.994,0.225,33.545,39.6,4.212,8.935,0.226,13.146
29.0,23.998,11.753,0.405,35.751,29.0,4.144,12.100,0.417,16.244
21.0,23.769,16.378,0.780,40.147,21.0,4.116,16.516,0.786,20.632
