num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
28.0,1.121,5.211,0.186,6.332,28.9,1.075,5.546,0.192,6.621
56.0,2.056,9.970,0.178,12.026,58.3,1.096,10.361,0.178,11.457
32.0,1.411,5.938,0.186,7.349,34.1,1.053,6.350,0.186,7.403
64.0,2.343,11.372,0.178,13.715,66.2,1.101,11.748,0.177,12.849
