num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg,ranks,cores,total_cores
24.0,24.140,34.953,1.456,59.093,44.0,21.788,59.052,1.342,80.840,8,24,192
23.0,13.754,22.918,0.996,36.672,44.6,11.403,36.334,0.815,47.737,16,24,384
24.0,7.672,16.348,0.681,24.020,44.5,6.343,20.903,0.470,27.246,32,24,768
24.0,5.904,9.656,0.402,15.560,41.7,4.224,12.738,0.305,16.962,64,24,1536
