23.0,12.413,14.106,0.613,26.519,26.5,12.858,15.400,0.581,28.258
40.0,47.495,35.103,0.878,82.598,44.1,9.948,41.569,0.943,51.517
54.0,49.308,53.186,0.985,102.494,56.4,10.289,57.244,1.015,67.533
