,,,,,,,,,
38.0,51.917,21.922,0.577,73.839,38.3,8.021,17.754,0.464,25.775
40.0,42.857,16.154,0.404,59.011,39.2,7.696,18.236,0.465,25.932
47.0,33.558,21.843,0.465,55.401,46.1,6.842,22.423,0.486,29.265
