elevation_m,young_Pa
-1.355602011,1843617449
-0.925420019,1143689066
-1.043687976,1328238718
-0.893649441,1095246597
-0.899796278,1104580155
-0.940426215,1166741306
-0.831966096,1002644850
-0.846700212,1024586391
-1.116353764,1444750709
-0.937553951,1162320577
-1.117533758,1446661436
-1.010455612,1275729577
-0.778331292,923749763.9
-0.888532674,1087491503
-0.898228264,1102197446
-0.66956406,768731443.9
-1.256541783,1675752313
-0.701545555,813590454
-0.69257724,800948502.9
-1.054829206,1345953041
-0.764752962,904025569.7
-0.623010675,704569002.3
-0.905333279,1113003778
-0.631969887,716809675.1
-0.756922357,892697502.1
-0.911367273,1122200741
-1.227429659,1627132909
-1.332176909,1803589862
-1.181361349,1550880612
-1.160967341,1517397897
-0.789153958,939544059.6
-1.253388512,1670470156
-1.23336426,1637017205
-0.918232985,1132687170
-1.191156044,1567021568
-0.892717297,1093832842
-0.782668411,930071497.8
-0.855631867,1037942079
-0.63860114,725903097.7
-1.341545358,1819573893
-0.798570985,953339162.4
-0.705957608,819827435
-1.147326395,1495097557
-0.722063354,842692654.6
-0.666441326,764384834.8
-1.304045473,1755789638
-0.728931137,852489039.6
-1.121057852,1452371397
-0.642044233,730635713.6
-0.771800252,914249824.5
-0.87956879,1073937283
-1.100910175,1419797849
-1.143629583,1489067232
-0.937968258,1162957995
-1.061792824,1357052889
-1.064795161,1361845120
-1.175558939,1541336997
-1.150829733,1500817511
-1.176791929,1543363833
-1.116132374,1444392283
-1.169075205,1530688980
-1.14988463,1499273927
-1.13060941,1467873737
-1.090235137,1402609261
-1.114447769,1441665633
-1.071424274,1372440266
-1.278395696,1712466072
-1.229178008,1630043408
-1.114013831,1440963469
-1.013085648,1279867021
-0.93890762,1164403527
-0.985341932,1236381530
-0.715082503,832763231
-1.082651165,1390427594
-0.871119141,1061197769
-0.947115356,1177051977
-0.751967672,885547710.9
-1.348169474,1830895227
-1.30107596,1750761242
-1.117239127,1446184294
-0.873632606,1064983532
-1.188656189,1562898300
-0.710680358,826516437.7
-1.295064007,1740591157
-1.350948875,1835650335
-1.128724499,1464811459
-0.923614294,1140922498
-0.787469972,937082271.8
-0.812724534,974163171.9
-0.727017184,849756168.1
-1.143301829,1488532866
-1.150295783,1499945394
-1.286672133,1726418002
-1.037644873,1318653372
-1.109991435,1434458543
-1.184228051,1555600715
-1.102034845,1421611596
-1.06896521,1368507764
-0.970450175,1213187054
-1.100569727,1419248917
-1.047702551,1334615469
-1.050963834,1339800954
-0.99551234,1252281541
-0.878200469,1071871816
