elevation_m,young_Pa
-0.579429934,590617587.6
-0.380678737,340382949.6
-0.588278336,602449884.2
-0.098397139,56583384.76
-0.616788723,640933816.6
-0.68159456,730368036.9
-0.466625977,444719100.9
-0.495060508,480593152.6
-0.342133749,295779701.5
-0.527378763,522124041.1
-0.533064178,529510781.6
-0.102442231,59718682.04
-0.176365095,123183188
-0.131095341,83017609.65
-0.528549276,523642881.9
-0.468675174,447282976.4
-0.513883024,504685534.2
-0.65295421,690516417.7
-0.221993731,167112359.9
-0.23956886,184834019.7
-0.050688683,23161855.34
-0.483885912,466418887.5
-0.538292226,536324155.8
-0.604866208,624774561.3
-0.382861133,342951045.7
-0.235709836,180907146.6
-0.463391267,440678858.6
-0.456287882,431836369.9
-0.232872413,178032495.7
-0.093288091,52682732.68
-0.289785214,237645058.8
-0.337931332,291005727.5
-0.518124379,510151377.3
-0.214952448,160131836
-0.486215755,469366109
-0.705353696,763807964.7
-0.436418368,407323584.3
-0.442237685,414468648.6
-0.479726377,461167740.5
-0.173386815,120428927.7
-0.552302691,554680530.6
-0.608663761,629911388
-0.552355429,554749894.3
-0.368442479,326067390.7
-0.49447056,479842415.9
-0.512859918,503369076
-0.525224212,519330969.1
-0.522785795,516174044.4
-0.276886422,223787948.6
-0.618488292,643244967.8
-0.620877574,646497223.1
-0.337972778,291052721.9
-0.573044713,582112517.5
-0.557747073,561851577.5
-0.100885533,58507285.41
-0.64639734,681464894.7
-0.545863356,546226252.1
-0.315285307,265595111.8
-0.470175386,449162122.8
-0.063089021,31135750.81
-0.409178537,374264397.4
-0.327367886,279085770.9
-0.568967022,576695834.7
-0.558174668,562415673.3
-0.0529952,24600368.82
-0.572916212,581941644.4
-0.532556095,528849693
-0.59255617,608189432.6
-0.380541358,340221441.1
-0.475648947,456033519.9
-0.29210639,240159115.4
-0.203891438,149309856.6
-0.389952133,351325850.8
-0.492627977,477499374.6
-0.122044094,75461555.24
-0.512040638,502315453.6
-0.40583704,370253824.6
-0.380705126,340413976.7
-0.524780886,518756685.2
-0.100843568,58474712.59
-0.661081105,701772837.7
-0.518134386,510164288.5
-0.563891349,569969656.6
-0.058323607,28003192.25
-0.557156886,561073199.9
-0.448642948,422365998.8
-0.408246979,373145311
-0.443766882,416350952.2
-0.325449072,276933016.6
-0.59552007,612173342.9
-0.529932263,525438724.3
-0.367924026,325463987.7
-0.358465489,314501276.6
-0.382878362,342971337.6
-0.422611222,390486285.1
-0.467521606,445839260.8
-0.341615498,295189994.4
-0.044083181,19165416.14
-0.4410545,413013601.8
-0.31644895,266887590.2
-0.407610798,372381506.4
-0.399864991,363110885.3
-0.06921758,35280533.49
-0.51191525,502154245
-0.121255485,74811467.09
-0.520141365,512755388.8
-0.246051827,191475042.2
-0.442520575,414816712.2
-0.09678659,55346519.02
-0.526195921,520590228.3
-0.500229092,487181888.6
-0.279534512,226616911.4
-0.250220947,195774572.9
-0.107082772,63364929.89
-0.18093501,127437766.9
-0.093289698,52683949.34
-0.456184885,431708460
-0.472915431,452598928
-0.194053895,139837250.9
-0.045782095,20175199.47
-0.207166836,152495871.3
-0.108871117,64783856.56
-0.294806721,243091555.5
-0.055061473,25906992.4
-0.065052788,32449990.9
-0.483724681,466215090.3
-0.340773372,294232336.5
-0.549958464,551599335.1
-0.37188651,330082275.6
-0.426028748,394638574.6
-0.287353357,235017748.1
-0.289025611,236823675.2
-0.200300543,145835255.3
-0.483099239,465424719.5
-0.476730216,457393748.3
-0.197402441,143045133.2
-0.209539252,154813381.5
-0.048759165,21975182.21
-0.466354354,444379511.2
-0.625763676,653159712.4
-0.200374328,145906456.9
-0.049637974,22513739.94
-0.345945975,300125915.3
-0.248690948,194194123
-0.248280491,193770641.9
-0.044233808,19254421.04
-0.408590902,373558378.5
-0.100326657,58073841.97
-0.436474977,407392952
-0.388880141,350056791.3
-0.354767313,310238731.5
-0.325358647,276831662.5
-0.277977171,224952196.1
-0.220835449,165959279.9
-0.04658511,20656939.24
-0.185057824,131305139.2
-0.297962123,246528632.3
-0.23404042,179214520.3
-0.196594981,142270026.1
-0.046702981,20727888.76
-0.09969818,57587349.34
-0.371130946,329200504.4
-0.305227783,254485246.2
-0.19247559,138331215.4
-0.10458436,61395366.32
-0.091983513,51697606.82
-0.36843733,326061397.2
-0.463472736,440780511.6
-0.353909181,309251569.7
-0.262339721,208397466.1
-0.224103258,169217212.3
-0.539529816,537939936
-0.052142007,24065759.55
-0.087359865,48242882.59
-0.634113069,664580444
-0.650667229,687356239.8
-0.283029616,230363367.2
-0.34267416,296394916.3
-0.512465435,502861694.1
-0.129795301,81921788.1
-0.354041176,309403363.8
-0.557233704,561174498.4
-0.620799036,646390258.8
-0.336716202,289628692.6
-0.638410977,670476851.6
-0.631530345,661042849.5
-0.663286651,704834822.1
-0.381152724,340940326.3
-0.492915071,477864271.8
-0.219709543,164840229.5
-0.141605938,92002306.8
-0.352515056,307649373.7
-0.091458183,51302188.48
-0.497699371,483954518
-0.538787104,536970127.9
-0.544255268,544119614.4
-0.095787199,54582341.47
-0.27639995,223269150.3
-0.392624529,354494124.3
-0.540694541,539461598
-0.107916894,64025807.22
-0.332486378,284847126.3
-0.382484889,342507989.9
-0.183681751,130011292.2
-0.530991166,526814686.4
-0.040541508,17102867.86
-0.235573113,180768382.9
-0.044827873,19606449.14
-0.088911054,49395447.19
-0.201603637,147093920
-0.532838465,529217074
-0.268178823,214544500.7
-0.337763028,290814908.5
-0.414493806,380664382.8
-0.386951707,347776518.4
-0.314378815,264589264.9
-0.043586661,18872754.74
-0.195677474,141390486.3
-0.126516451,79173566.64
-0.084090211,45835306.94
-0.057298871,27340392.27
-0.109650523,65404616.67
-0.192873974,138710995.5
-0.230103404,175237602.3
-0.040432942,17040578.46
-0.19621846,141908930.2
-0.046926922,20862851.45
-0.265755934,211988778
-0.069902088,35751239.83
-0.453448714,428313645.8
-0.099068929,57101248.04
-0.076760433,40549615.52
-0.238508491,183753041.9
-0.512954095,503490223.1
-0.590196434,605021851.7
-0.594491805,610790534.5
-0.612242494,634760975.5
-0.371282927,329377827.2
-0.666609192,709453256
-0.609543209,631102354.6
-0.596518844,613517174
-0.447143712,420514452.7
-0.105556338,62159821.73
-0.417824166,384687077.7
-0.365477738,322620360.3
-0.462380915,439418638
-0.689063905,740844125.8
-0.263516374,209632810.7
-0.094922491,53923225.87
-0.038462983,15920309.97
-0.058522598,28132351.83
-0.191266573,137180166.1
-0.486904875,470238650.5
-0.138810298,89591132.9
-0.538917681,537140602.5
-0.524508397,518403774.3
-0.235873154,181072935.6
-0.246279196,191708946.8
-0.197843032,143468489.4
-0.5281417,523113902.6
-0.302752023,251767452.4
-0.14666252,96401822.35
-0.132077408,83847706.35
-0.43287774,402990363.1
-0.644474668,678815874.9
-0.710295453,770805705.7
-0.349865767,304610003.2
-0.046711961,20733296.93
-0.192466627,138322674.5
-0.102756406,59963892.17
-0.473310614,453095096.6
-0.378898559,338291462.9
-0.282788097,230104020
-0.091755468,51525866.6
-0.265023056,211217130.3
-0.105580833,62179116.33
-0.395145647,357489048.8
-0.481513578,463422297.4
-0.172618365,119720676.9
-0.194084492,139866485.3
-0.04050355,17081082.7
-0.301460336,250352186.7
-0.331860329,284140985.4
-0.116730989,71108005.6
-0.223689863,168804247.1
-0.051678201,23776363.07
-0.132059135,83832242.58
-0.555153454,558432779.1
-0.6795382,727489859.5
-0.212857971,158069012.7
-0.513757636,504524151.8
-0.523587831,517211924.2
-0.332340483,284682530.1
-0.079877096,42777853.73
-0.162939766,110886138.1
-0.440350748,412148705.3
-0.292231855,240295180.8
-0.679017724,726761787.7
-0.503905164,491880489.3
-0.525409492,519571023.8
-0.453747287,428683791
-0.472444462,452007770.2
-0.129774632,81904393.83
-0.046711961,20733296.93
-0.294975975,243275632.9
-0.117846742,72017094.01
-0.245529716,190938176.1
-0.051659927,23764978.89
-0.131537023,83390699.27
-0.383023739,343142567.9
-0.703074347,760585194.4
-0.515429934,506677479.6
-0.584431743,597299552.2
-0.596780148,613868864.2
-0.334655338,287296703.5
-0.218689204,163827640.8
-0.068913609,35071995.43
-0.344498002,298473392.4
-0.049925987,22690942.72
-0.340887776,294362392.9
-0.201795731,147279679.8
-0.183567669,129904162.8
-0.060612749,29497773.52
-0.442037656,414222576.1
-0.049187949,22237548.94
-0.277562482,224509398.4
-0.185376335,131605048.6
-0.117000313,71327190.97
-0.041829482,17846141.91
-0.241587795,186896287.9
-0.278907502,225946327.4
-0.194254431,140028879.7
-0.331015218,283188401.7
-0.045490186,20000782.25
-0.442377724,414640942.5
-0.046704588,20728856.79
-0.253835473,199520131.1
-0.34594054,300119708.6
-0.467289111,445548418.5
-0.191825988,137712477.7
-0.51465437,505678567.3
-0.368864651,326558927.5
-0.535049202,532095388
-0.106102935,62590716.16
-0.09332031,52707119.35
-0.23968866,184956241.6
-0.241173009,186472162.1
-0.333377414,285852855.1
-0.12767206,80139598.98
-0.042666667,18333471.22
-0.40629569,370803720.6
-0.282003088,229261533.1
-0.514528983,505517112.2
-0.335113982,287815308.5
-0.047830124,21409380.79
-0.541557086,540589108.2
-0.050453841,23016601.75
-0.391167909,352766407.3
-0.198391642,143996049.9
-0.535131463,532202558.6
-0.489216665,473168478
-0.100043002,57854147.52
-0.470122851,449096287.8
-0.396905217,359582741
-0.702152669,759282914.4
-0.64230849,675834171.2
-0.221777787,166897243.7
-0.54694524,547644596
-0.441161212,413144784.4
-0.274682711,221440049.1
-0.103875344,60839169.53
-0.567094833,574212752.3
-0.546069031,546495826.6
-0.054334909,25445642.9
-0.376814995,335847321.1
-0.119084639,73028929.7
-0.03692204,15057513.51
-0.180456575,126990749.1
-0.235166556,180355904.7
-0.351270628,306220846.6
-0.309036817,258679845.6
-0.309242752,258907079
-0.485907173,468975512
-0.534319627,531145108.3
-0.111835295,67152227.22
-0.402895897,366732027.6
-0.202265388,147734082.6
-0.489560799,473604968.5
-0.472949277,452641418.1
-0.110881345,66387796.05
-0.060501179,29424488.19
-0.055675417,26298419.38
-0.250600516,196167120.9
-0.372414531,330698818.6
-0.189801428,135788315.1
-0.101042687,58629308.76
-0.109084292,64953498.8
-0.43568061,406419796.3
-0.148660837,98153856.81
-0.331138516,283327333.2
-0.068542783,34818002.82
-0.682424479,731530359.4
-0.539233504,537552974.4
-0.584303845,597128478.3
-0.69987332,756064494
-0.19948092,145044883.9
-0.057376335,27390359.25
-0.486344084,469528566.9
-0.077480404,41061770.95
-0.234558481,179739385.2
-0.218254432,163396617.5
-0.358101501,314081144.6
-0.125680331,78476362.8
-0.363195753,319972932.5
-0.219922491,165051743.9
-0.308079606,257624244.4
-0.110010326,65691661.93
-0.049187949,22237548.94
-0.220755835,165880092
-0.385632908,346219090
-0.306986821,256420360.8
-0.594152521,610334422
-0.564008583,570124809.3
-0.575364822,585199630.4
-0.337497255,290513639.7
-0.266042155,212290318
-0.324574856,275953501.5
-0.263048058,209140931
-0.399167456,362278685.9
-0.525947802,520268619.4
-0.431482478,401285695.2
-0.373922787,332461394.1
-0.539460351,537849213.8
-0.479764242,461215481.4
-0.467446183,445744905.3
-0.110746756,66280115.38
-0.102555018,59806682.95
-0.175770304,122631960.7
-0.046704588,20728856.79
-0.37150362,329635360.1
-0.563005982,568798234.6
-0.522173621,515382178.2
-0.423655716,391754270.8
-0.501055531,488237307.9
-0.543282036,542845558.7
-0.346450492,300702198.8
-0.048199928,21634158.45
-0.198117503,143732372.8
-0.258161682,204024856.3
-0.314489697,264712253.3
-0.139723216,90376824.26
-0.071180433,36634364.94
-0.545248555,545420626.9
-0.375067352,333800397.2
-0.540730456,539508534.8
-0.343730607,297598448.1
-0.386997274,347830359
-0.103462163,60515607.01
-0.283867084,231263181.7
-0.257513999,203348954.1
-0.279552633,226636299
-0.206142677,151497961.3
-0.050453841,23016601.75
-0.203172534,148612694.9
-0.365249808,322355702.7
-0.043034659,18548713.43
-0.249739471,195276897.5
-0.30047668,249275667.3
-0.059520358,28782166.99
-0.211311307,156549768.3
