elevation_m,young_Pa
-0.060608897,29495242.86
-0.307694813,257200182
-0.051226398,23495291.77
-0.050180106,22847577.97
-0.049907155,22679345.94
-0.050180106,22847577.97
-0.220796844,165920879.9
-0.054423004,25501471.99
-0.245988633,191410042.8
-0.108211843,64259890.09
-0.203035512,148479904.2
-0.543460741,543079449
-0.04199836,17944182.63
-0.104876846,61625164.97
-0.280211561,227341532.3
-0.089828484,50080204.62
-0.053788839,25100255.19
-0.231139414,176282082.7
-0.232030123,177181235.7
-0.401647722,365239781.2
-0.396703465,359342535.1
-0.471353259,450638777.8
-0.333652772,286163822.5
-0.20825747,153560243.3
-0.540883839,539709000.2
-0.110789004,66313911.86
-0.377138155,336226139.1
-0.49395917,479191865.6
-0.051678201,23776363.07
-0.239036283,184290906.1
-0.118839595,72828367.07
-0.533593462,530199656.6
-0.120982533,74586774.66
-0.297881831,246441033.7
-0.550730795,552614035.5
-0.394428993,356637120
-0.387490686,348413487.1
-0.548633791,549859953.2
-0.388144184,349186155.1
-0.548403914,549558237.7
-0.485102303,467957075.4
