elevation_m,young_Pa
-1.267929604,1856328318
-1.129311699,1627233111
-1.05470459,1507222431
-1.272358797,1863773775
-1.533450065,2315362956
-2.114303462,3398327088
-2.167060146,3501398452
-1.404056419,2088516578
-1.547726876,2340741699
-1.818215786,2833862727
-1.628368705,2485349269
-1.549665215,2344192555
-1.448834241,2166362718
-1.437279625,2146207482
-1.772925666,2749724693
-1.883818865,2956805446
-1.393211252,2069769267
-1.663675514,2549320551
-1.449521211,2167562498
-1.473633307,2209777622
-1.421033057,2117947124
-1.321493699,1946870220
-1.132183006,1631899215
-1.422433192,2120378947
-1.622944114,2475555774
-1.379318505,2045815515
-1.476265695,2214398532
-1.79160088,2784344802
-1.971498982,3123043236
-1.78789203,2777461048
-1.154244874,1667866182
-1.641518384,2509128535
-1.827521689,2851226000
-1.423870484,2122876026
-1.465368261,2195284628
-1.715397231,2643739726
-1.861245186,2914360575
-2.078633338,3329052165
-1.966276108,3113080480
-1.897518775,2982636472
-2.135863291,3440361045
-1.930185792,3044445246
-1.979118049,3137590344
-1.808104901,2815026396
-1.553759075,2351485012
-1.986584874,3151862346
-2.081389143,3334392180
-2.061875912,3296624393
-1.606206214,2445396888
-1.481382686,2223387740
-1.248909793,1824442161
-1.487255649,2233716057
-1.506438365,2267533167
-1.653041358,2530011314
-1.489160277,2237068110
-1.315883247,1937335835
-1.204422631,1750413410
-1.322117104,1947930360
-1.355177655,2004358366
-1.119636274,1611535266
-1.229135552,1791440547
-1.746549965,2701007861
-1.628133136,2484923780
-1.574632661,2388753468
-1.446037791,2161480465
-1.369228008,2028461288
-1.533147197,2314825308
-1.488574114,2236036359
-1.530431171,2310005218
-1.49716752,2251174010
-1.48318175,2226550358
-1.558366649,2359699190
-1.249638736,1825661629
-1.307346624,1922851344
-1.24774853,1822499884
-1.417606456,2111998559
-1.277073387,1871707256
-1.609212895,2450807779
-1.65976962,2542224183
-1.536200375,2320246679
-1.480643523,2222088670
-1.564449591,2370554324
-1.51769707,2287439184
-1.44325839,2156630682
-1.711647774,2636867131
-1.889246508,2967032783
-1.964339418,3109388123
-1.956364743,3094195165
-1.857710157,2907727044
-1.821874795,2840686795
-2.077390194,3326643946
-1.876647114,2943304635
-1.950602665,3083228568
-1.675081914,2570071544
-1.586841815,2410618401
-1.716307159,2645408239
-1.428395248,2130741889
-1.311237737,1929450187
-1.619030964,2468496870
-1.672155479,2564743761
-1.416707891,2110439342
-1.249593025,1825585152
-1.660572599,2543682671
-1.483121301,2226444074
-1.312376545,1931382539
-1.836696629,2868369786
-1.458222791,2182773869
-1.887240412,2963251702
-1.890843461,2970043536
-1.686219495,2590372781
-1.817891479,2833258083
-1.348369026,1992704366
-1.624252463,2477916990
-1.577084414,2393140313
-1.593420796,2422420613
-1.77344095,2750678525
-1.386213924,2057695845
-1.520593038,2292566328
-1.286646772,1887843042
-1.385727558,2056857308
-1.473584011,2209691111
-1.436388275,2144654602
-1.648130867,2521107018
-1.492692706,2243288293
-1.420278583,2116637004
-1.314013075,1934160287
-1.847553075,2888687308
-1.542863056,2332088054
-1.673121468,2566502116
-1.610008429,2452239928
-1.694575736,2605629650
-1.617893504,2466445936
-1.714286772,2641703852
-2.070643085,3313580636
-1.794510431,2789747895
-1.695908779,2608065533
-1.615783506,2462642535
-1.519957188,2291440352
-1.660080896,2542789544
-1.240863509,1810995096
-1.307421479,1922978235
-1.596013252,2427075155
-1.479163394,2219487923
-1.725614082,2662488697
-1.20563328,1752417610
-1.291127762,1895407678
-1.89612635,2980008621
-1.522689565,2296279869
-1.71613795,2645097944
-1.676528042,2572705312
-1.593411353,2422403664
-1.596548588,2428036578
-1.373596351,2035969687
-1.361561344,2015300446
-1.310823749,1928747844
-1.401022176,2083267247
-1.677517152,2574507111
-1.884792213,2958638911
-1.720581781,2653249907
-1.753127554,2713137233
-1.536743121,2321210730
-1.598047742,2430729440
-1.876513972,2943054134
-2.003371772,3184004675
-1.419112559,2114612636
-1.307454572,1923034334
-1.622994592,2475646863
-1.5795822,2397611548
-1.65133204,2526910907
-1.631799768,2491548527
-1.30340319,1916169583
-1.518277156,2288465967
-1.382955665,2052079952
-1.431639139,2136385517
-1.547194479,2339794082
-1.209951013,1759570276
-1.455280414,2177627309
-1.8427475,2879689576
-1.817871826,2833221443
-1.52511098,2300570715
-1.228836558,1790942728
-1.249019123,1824625049
-1.596653766,2428225480
-1.789402667,2780264347
-2.017744032,3211584991
-1.581948775,2401849785
-1.473639509,2209788506
-1.420408961,2116863386
-1.233413334,1798566828
-1.296705783,1904834931
-1.525420932,2301120106
-1.066431165,1525925948
-1.296564952,1904596772
-1.670653705,2562010716
-1.691070971,2599227990
-1.739202848,2687474965
-1.90973535,3005715847
-1.559954938,2362532347
-1.888795386,2966182411
-1.543297428,2332860564
-1.885578298,2960119831
-1.638315356,2503331255
-1.225089853,1784707520
-1.468222287,2200286580
-1.201260798,1745181840
-1.329595601,1960659293
-1.442130828,2154663967
-1.418310397,2113220258
-1.872610311,2935711862
-1.80937541,2817391666
-1.754315233,2715328765
-1.993090344,3164309353
-2.09025081,3351577420
-2.113744579,3397239089
-2.066970734,3306475582
-1.624966994,2479206758
-1.450118819,2168606343
-1.277167599,1871865879
-1.246810897,1820932022
-1.467260357,2198600392
-1.301520063,1912980878
-1.067998686,1528430666
-1.066631519,1526246032
-1.250904922,1827780353
-1.431855398,2136761891
-1.289202804,1892157101
-1.629232312,2486909283
-1.283105427,1881870085
-1.373856566,2036417170
-1.373274452,2035416164
-1.218683984,1774059821
-1.300772922,1911716113
-1.413774345,2105350960
-1.067052439,1526918543
-1.510224356,2274222231
-1.287470326,1889232761
-1.321227591,1946417733
-1.254713077,1834156343
-1.387818937,2060463633
-1.571567612,2383272042
-1.393052887,2069495824
-1.127043426,1623549432
-1.393365497,2070035605
-1.104260801,1586670804
-1.429107475,2131980683
-1.052064925,1503020597
-1.052790547,1504175341
-1.274247744,1866951380
-1.199630734,1742486298
-1.192094085,1730037256
-1.111071827,1597672885
-1.356348276,2006363774
-1.450340262,2168993171
-1.615408434,2461966594
-1.236963712,1804486801
-1.131334101,1630519318
-1.193813674,1732875663
-1.202543625,1747303923
-1.695582584,2607469423
-1.824989723,2846499251
-1.375704115,2039595034
-1.656358241,2536030199
-1.394269723,2071597120
-1.540375448,2327665176
-1.683037377,2584568564
-2.172417931,3511906466
-2.280674885,3725794404
-1.228415562,1790241836
-1.360072729,2012747526
-1.242302264,1813397707
-1.409786275,2098438353
-1.467626942,2199242950
-1.416277829,2109693188
-1.569353793,2379314843
-1.590470912,2417126995
-1.466955796,2198066587
-1.381913053,2050283729
-1.508995317,2272050241
-1.627047204,2482962579
-1.531591931,2312064900
-1.793655669,2788160323
-1.92199138,3028912335
-1.614619437,2460544842
-1.515617406,2283759001
-1.817414035,2832367983
-1.823231111,2843217331
-1.603400357,2440350040
-1.413052123,2104098698
-1.364782968,2020828181
-1.269254096,1858553993
-1.404453622,2089203994
-1.165674155,1686578247
-1.638388331,2503463297
-1.180625635,1711137607
-1.446424646,2162155702
-1.862458633,2916638459
-1.793475514,2787825744
-1.689068102,2595571343
-1.616492352,2463920113
-1.879205432,2948118969
-1.54311107,2332529127
-1.199378809,1742069799
-1.229244351,1791621704
-1.37157129,2032488109
-1.86960184,2930056320
-1.183852406,1716449846
-1.436307531,2144513947
-1.600745707,2435577507
-1.439512343,2150098472
-1.642348699,2510631885
-1.585516091,2408241854
-1.680630672,2580180806
-1.702267032,2619691611
-1.351686544,1998380676
-1.524855127,2300117241
-1.2553765,1835267687
-1.208384923,1756975064
-1.209934262,1759542513
-1.244648172,1817316932
-1.487759864,2234603331
-1.397124383,2076528779
-1.234627367,1800590575
-1.37923561,2045672796
-1.267061104,1854869256
-1.497663109,2252047778
-1.273763583,1866136788
-1.269400147,1858799457
-1.679283852,2577726157
-1.820687357,2838471786
-1.829159543,2854284595
-1.655907809,2535212632
-1.364646405,2020593786
-1.359800358,2012280507
-1.549071529,2343135473
-1.488041575,2235099098
-1.422140215,2119870033
-1.724978423,2661321264
-1.488100906,2235203516
-1.533154857,2314838905
-1.503139416,2261708561
-1.575883869,2390991970
-1.491583962,2241335469
-1.447689807,2164364349
-1.53132236,2311586525
-1.514260762,2281359063
-1.597627595,2429974675
-1.768270186,2741110626
-1.833482389,2862361031
-1.445918166,2161271675
-1.318174331,1941227875
-1.259301056,1841845461
-1.348398046,1992754001
-1.168140134,1690622591
-1.348579326,1993064071
-1.801493945,2802726680
-1.863565011,2918715723
-1.488361571,2235662275
-1.661229022,2544875115
-1.562634354,2367313720
-1.874841248,2939907423
-1.691682313,2600344367
-1.360898953,2014164368
-1.311197362,1929381686
-1.718673434,2649748406
-1.858552718,2909307794
-1.908615169,3003597851
-1.724952279,2661273252
-1.841601176,2877544247
-1.894493265,2976927291
-1.624944264,2479165726
-1.704173327,2623179712
-1.535347959,2318732775
-1.450297046,2168917679
-1.580023213,2398401208
-1.78615906,2774246001
-1.641462281,2509026963
-1.710132943,2634091738
-1.73653847,2682571415
-1.531677104,2312216050
-1.370983829,2031478396
-1.493998328,2245588415
-1.667773174,2556770483
-1.821185182,2839400362
-1.89500617,2977894965
-1.180922521,1711626195
