elevation_m,young_Pa
-2.550585156,4560135125
-2.303792812,4060433559
-2.23111776,3916096884
-2.244516139,3942607352
-2.035846779,3534986929
-1.630788005,2778302855
-1.791730485,3073168203
-1.9301035,3332871940
-1.935722028,3343532939
-1.644178605,2802528621
-1.878796925,3235932876
-2.072365837,3605497736
-2.06833208,3597691793
-2.083344855,3626765831
-2.248323282,3950148542
-2.190808943,3836615054
-2.0817873,3623746646
-2.190843924,3836683850
-2.249915817,3953304117
-2.309036858,4070899333
-2.003338309,3472523302
-2.389867388,4233066868
-2.183434643,3822119135
-2.012643961,3490374290
-2.117289458,3692724212
-2.381731561,4216672533
-2.745684568,4965092483
-2.259853053,3973008922
-2.434227451,4322734554
-2.647054535,4759312488
-2.498011729,4452481236
-2.926560876,5347906338
-2.389441996,4232209276
-2.562119203,4583838185
-2.599490249,4660845503
-2.524990151,4507644965
-2.316210405,4085226872
-2.565653464,4591107350
-2.403634155,4260844187
-2.34975759,4152397268
-2.821449395,5124601080
-2.642900155,4750691974
-2.706007909,4882055224
-2.623409022,4710298474
-2.612650555,4688039018
-2.718273124,4907687831
-2.407810645,4269280096
-2.830355909,5143432585
-2.957276056,5413593171
-2.769126247,5014312864
-2.878244738,5244973419
-1.803175116,3094436057
-1.813775988,3114170555
-1.737478518,2972884020
-2.130458874,3718395703
-2.039205135,3541456227
-1.964019347,3397360777
-1.697361767,2899303998
-1.819549295,3124932048
-1.697887081,2900264297
-1.969799115,3408382645
-1.64660002,2806915438
-2.177284534,3810040337
-1.919451653,3312684780
-2.183439168,3822128027
-2.210017224,3874438783
-2.060650432,3582838658
-2.051329633,3564837340
-2.155276271,3766896090
-1.969933979,3408639939
-2.136128092,3729460845
-2.228718182,3911353787
-2.427671241,4309452572
-2.499259918,4455029729
-2.318521324,4089845107
-2.261554937,3976386114
-2.112898353,3684174641
-2.343431744,4139710206
-2.162491107,3781026009
-2.180654718,3816658165
-2.486179864,4428341488
-2.443555931,4341650328
-2.386535341,4226350605
-2.203450327,3861497065
-2.511100596,4479223458
-2.749426795,4972942054
-2.884088525,5257397216
-2.773631772,5023786669
-2.739322309,4951754183
-2.880476273,5249716784
-2.895380551,5281424076
-2.797189013,5073391612
-2.910125737,5312838430
-2.902166104,5295874963
-2.811934199,5104501212
-2.493796166,4443876773
-2.380493686,4214179515
-2.763614069,5002728306
-2.604597153,4671393414
-2.687047257,4842494942
-2.585985146,4632980153
-2.949316423,5396552248
-2.780305814,5037828251
-2.691500144,4851778532
-2.681899344,4831767767
-2.683878265,4835890733
-2.816634208,5114427092
-1.891264855,3259420894
-1.781443948,3054085729
-1.892131076,3261054399
-2.029850803,3523444304
-1.652532948,2817671826
-1.839597363,3162377836
-1.957485967,3384912972
-1.849748166,3181382306
-2.097755338,3654729871
-2.26627548,3985757283
-1.649706829,2812546687
-2.098485904,3656149024
-2.177238456,3809949878
-1.946301855,3363631930
-2.094275736,3647972537
-1.827704245,3140149650
-2.017845894,3500363441
-1.909848973,3294513479
-2.075623119,3611804254
-2.208957493,3872349574
-2.313836185,4080483503
-2.051119293,3564431379
-2.005634033,3476924978
-1.992126899,3451048022
-2.165062979,3786066160
-2.324546267,4101891766
-2.22724741,3908447323
-2.417026664,4287909864
-2.530443179,4518815395
-2.195454998,3845755124
-2.241663601,3936959434
-2.280502482,4014034211
-2.328498293,4109798536
-2.502193078,4461019943
-2.598615229,4659038810
-2.931159849,5357729238
-2.249061479,3951611185
-2.247688369,3948890653
-2.177685942,3810828406
-2.108295631,3675218497
-2.198588404,3851922516
-2.501710432,4460034126
-2.502178382,4460989925
-2.588552035,4638273291
-2.323754741,4100308628
-2.422746151,4299481727
-2.255448277,3964271520
-2.210313924,3875023763
-1.969756444,3408301239
-2.492322462,4440869743
-2.647113283,4759434422
-2.139767164,3736567985
-1.976840896,3421823661
-1.995303925,3457130062
-2.124554223,3706879986
-2.190176873,3835372025
-2.054737404,3571416082
-1.937021109,3345999173
-1.980912204,3429601042
-2.030262752,3524237019
-1.890216057,3257443374
-2.077161879,3614784476
-1.775057502,3042254191
-1.748041607,2992340144
-1.768252127,3029660000
-2.343500599,4139848248
-2.493639975,4443558049
-2.514075982,4485308091
-2.566952615,4593780120
-2.453228678,4361285896
-2.432520608,4319275743
-2.169331786,3794435601
-2.18386805,3822970712
-1.97765652,3423381373
-2.80293704,5085513367
-2.860295701,5206858755
-2.707749061,4885691988
-2.947084889,5391777049
-2.773621393,5023764840
-1.857846135,3196564920
-2.034279108,3531968126
-2.050417622,3563077222
-1.986210826,3439729806
-2.006635376,3478845342
-2.109109379,3676801511
-1.719933382,2940642853
-2.308455309,4069738375
-1.858173828,3197179699
-1.667574308,2844991581
-2.310421874,4073664603
-1.790402013,3070701990
-1.713221532,2928334012
-2.158324739,3772864727
-2.085454402,3630856034
-2.156705493,3769694083
-1.66813345,2846008529
-1.94228323,3355993865
-2.254478757,3962349013
-1.707560297,2917962669
-1.799389835,3087397468
-1.838449175,3160230075
-1.993961503,3454559816
-2.004643194,3475025030
-1.818703364,3123354610
-1.800945153,3090289010
-1.846401272,3175112892
-1.965569795,3400316531
-2.004458489,3474670885
-2.227757113,3909454510
-2.470460959,4396321807
-2.225907779,3905800491
-2.396737947,4246923973
-2.14813944,3752932224
-1.995211486,3456953059
-1.918204493,3310323284
-2.120874564,3699708246
-1.810973044,3108949388
-2.017109263,3498948457
-1.832415319,3148949676
-1.880647708,3239416702
