elevation_m,young_Pa
-1.753017002,3001516039
-2.209708111,3873829351
-2.050239554,3562733590
-1.674062177,2856797512
-1.863955311,3208031387
-1.74347979,2983933586
-1.967589654,3404168164
-1.95613343,3382337518
-2.231530099,3916912076
-2.223294395,3900638295
-1.996238394,3458919520
-1.980042197,3427938691
-1.801167356,3090702173
-1.938807208,3349390757
-1.85695755,3194898012
-1.908718046,3292375129
-1.997306683,3460965529
-2.238122628,3929951294
-1.737084381,2972158716
-2.293397794,4039707840
-1.937007058,3345972495
-1.71672714,2934761208
-2.326028958,4104857718
-2.349307122,4151493491
-2.443792946,4342131200
-2.322552474,4097904260
-2.496728846,4449862282
-2.006754213,3479073265
-2.504151356,4465020326
-2.159648994,3775458254
-2.726061598,4923981717
-2.384758452,4222770098
-2.947084889,5391777049
-2.945567126,5388529816
-2.360657676,4174281211
-2.555114957,4569440475
-2.480447614,4416658105
-2.265927645,3985066574
-2.671373649,4809852612
-2.313811533,4080434258
-2.289829219,4032598938
-1.907669209,3290392318
-2.029960074,3523654571
-2.55910604,4577643046
-2.580739688,4622168224
-2.306694383,4066223515
-2.197109587,3849011491
-1.778211598,3048095947
-2.004021115,3473832321
-2.516877523,4491039082
-2.130415984,3718312021
-2.104663029,3668153990
-2.150099552,3756766046
-1.819635056,3125091980
-2.423619056,4301248502
-2.314929395,4082667415
-2.346547475,4145957872
-2.2763908,4005856841
-2.024822667,3513772346
-1.777351368,3046502404
-2.543501198,4545592312
-1.746446625,2989400178
-2.461340861,4377770534
-2.219762837,3893665189
-2.183403413,3822057776
-1.762007578,3018115935
-1.727063369,2953733655
-1.925911231,3324923018
-2.583837699,4628553084
-2.449671592,4354062485
-2.154431617,3765242756
-2.247941894,3949392924
-2.149200985,3755008397
-1.695473498,2895852856
-2.243296298,3940191862
-2.401043409,4255613349
-2.179914068,3815203545
-2.283917985,4020830209
-2.277194769,4007455454
-2.203820822,3862226926
-2.218095656,3890374419
-2.596888009,4655473043
-2.138533516,3734158272
-2.106762293,3672236111
-1.827537907,3139839060
-1.985437494,3438251033
-2.059668348,3580940853
-1.97263244,3413789110
-2.166681998,3789239861
-2.19581074,3846455195
-2.09210019,3643749292
-2.056594977,3575003463
-2.674008262,4815335745
-2.295055022,4043010252
-1.88822492,3253689932
-1.953645575,3377601566
-2.353211204,4159327915
-2.008224144,3481892825
-2.433228681,4320710526
-2.438261666,4330912385
-2.593076092,4647605903
-2.867556779,5222269473
-2.672082096,4811326874
-1.738709862,2975150282
-1.932880126,3338139401
-1.75249423,3000551562
-1.926895636,3326789095
-1.690985009,2887653799
-1.830919037,3146153999
-1.926036324,3325160134
-2.329790901,4112385472
-2.536080466,4530370471
-2.762933434,5001298318
-2.866039017,5219047300
-2.611843998,4686371286
-2.768939477,5013920236
-1.770267391,3033388046
-1.843333338,3169368888
-2.003422567,3472684829
-1.867687746,3215042201
-2.004574299,3474892932
-1.629661739,2776267863
-2.110481585,3679471308
-1.917489934,3308970467
-1.841724455,3166357719
-2.210782641,3875947943
-2.033324902,3530130974
-1.925000103,3323196093
-2.655435311,4776714644
-2.430090547,4314352569
-2.254510948,3962412844
-2.252836235,3959092519
-2.69129023,4851340795
-2.319207942,4091217525
-2.243421608,3940439980
-2.664558291,4795675669
-2.177989466,3811424328
-2.380915456,4215028897
-2.511391709,4479818690
-2.253033339,3959483266
-2.264738923,3982706316
-2.201864914,3858374260
-1.744160948,2985188430
-2.125342268,3708416364
-2.028547709,3520937056
-2.124653661,3707073841
-2.037962056,3539061293
-1.785698745,3061974941
-1.9643968,3398080286
-1.847491186,3177154164
-1.773723109,3039783636
-2.040507091,3543965042
-1.908964819,3292841695
-1.823937436,3133118141
-1.915634697,3305458766
-1.946417165,3363851162
-2.045346584,3553294559
-2.542308013,4543143929
-2.565956137,4591730012
-1.79543307,3080044555
-1.762839142,3019652538
-1.993814458,3454278309
-1.829359921,3143241619
-2.141886027,3740707736
-2.004884251,3475487236
-1.689086021,2884186829
-2.545664748,4550032693
-2.628141125,4720097494
-2.389890495,4233113452
-2.73652061,4945883283
-1.809519725,3106243139
-2.060241899,3582049167
-2.000297673,3466695603
-2.053841233,3569685712
-2.174468549,3804512998
-1.872435428,3223965809
-2.112000743,3682427599
-2.679414682,4826592341
-2.360598151,4174161627
-2.441270138,4337013420
-2.428580375,4311293744
-2.516852639,4490988170
-2.312403443,4077621747
-2.26454527,3982321843
-2.273217676,3999548964
-2.459494768,4374017759
-2.952849681,5404115061
-1.841851312,3166595117
-2.599281193,4660413840
-2.714223032,4899220062
-2.652508863,4770636285
-2.582263714,4625308901
-2.433221426,4320695824
-2.177228935,3809931186
-2.385036845,4223331021
-2.47551684,4406614419
-2.482665682,4421178027
-2.043650731,3550024594
-2.241632818,3936898497
-2.219342113,3892834676
-2.346139224,4145139113
-2.525695391,4509089251
-2.525720275,4509140214
-1.638264612,2791822214
-2.100109484,3659303403
-1.698544166,2901465600
-2.25276265,3958946644
-2.209809367,3874028980
-1.631218026,2779079946
-1.664710912,2839785280
-2.633071051,4730311488
-2.475968349,4407533880
-1.783745401,3058352395
-1.923364903,3320097369
-2.165372929,3786673690
-2.247953548,3949416013
-2.180870253,3817081498
-1.99734003,3461029402
-2.012036393,3489208073
-2.185326391,3825836479
-2.396917864,4247286996
-2.174091182,3803772441
-2.456452538,4367835198
-2.273960994,4001026386
-2.097686345,3654595856
-1.964897406,3399034615
-2.246820554,3947171501
-2.938104495,5372570504
-2.193692518,3842287190
-1.98870501,3444500328
-2.057587016,3576919689
-1.62776911,2772849081
-1.786800682,3064019026
-2.200929166,3856531407
-1.997010633,3460398497
-1.79191125,3073503821
-1.861648561,3203700520
-1.709214611,2920992340
-2.066327995,3593815196
-2.158245438,3772709432
-1.769146253,3031313897
-1.825728583,3136461160
-1.768737208,3030557243
-1.933496131,3339308301
-1.832280006,3148696827
-2.091396524,3642383580
-1.992490518,3451743987
-2.087839431,3635481795
-1.947109996,3365168483
-2.022792263,3509868676
-2.23908506,3931855786
-2.945984029,5389421727
-2.419244389,4292395918
