47.0,33.628,21.811,0.464,55.439,46.1,6.568,22.989,0.499,29.557
34.0,36.077,23.039,0.678,59.116,33.7,7.129,25.402,0.754,32.531
26.0,33.411,32.898,1.265,66.309,25.2,6.896,34.400,1.365,41.296
20.0,33.041,51.124,2.556,84.165,19.9,6.802,48.705,2.447,55.507
