num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg,ranks,cores,total_cores
24.0,23.121,53.300,2.221,76.421,44.0,22.307,99.642,2.265,121.949,8,24,192
23.0,14.665,39.440,1.715,54.105,44.6,12.506,83.049,1.862,95.554,16,24,384
24.0,10.101,39.947,1.664,50.048,44.5,6.528,71.734,1.612,78.262,32,24,768
24.0,11.395,39.751,1.656,51.146,41.7,11.282,87.163,2.090,98.445,64,24,1536
