num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg,ranks,cores,total_cores
13.0,2.307,2.212,0.170,4.519,13.0,0.946,2.226,0.171,3.172,1,1,1
9.0,2.457,3.270,0.363,5.727,9.0,1.033,3.295,0.366,4.328,1,1,1
7.0,2.453,4.853,0.693,7.306,7.0,1.036,4.856,0.694,5.892,1,1,1
5.0,2.446,6.951,1.390,9.397,5.0,1.028,6.994,1.399,8.021,1,1,1
