num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
28.0,1.410,4.835,0.173,6.245,28.9,1.243,4.818,0.167,6.061
27.0,1.798,5.139,0.190,6.937,32.2,1.570,5.885,0.183,7.454
29.0,2.696,7.459,0.257,10.155,34.7,2.286,8.129,0.234,10.416
29.0,4.388,9.925,0.342,14.313,37.5,3.431,11.055,0.295,14.486
29.0,6.380,12.232,0.422,18.612,39.4,5.353,16.122,0.409,21.475
29.0,8.271,17.749,0.612,26.020,41.0,7.286,22.580,0.551,29.866
