num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg,ranks,cores,total_cores
13.0,1.643,1.925,0.148,3.568,13.0,0.587,1.897,0.146,2.484,1,1,1
14.0,2.350,2.525,0.180,4.875,13.2,0.788,2.075,0.157,2.863,1,2,2
15.0,2.975,2.942,0.196,5.917,15.0,1.244,2.717,0.181,3.961,1,4,4
16.0,4.532,3.596,0.225,8.128,16.0,1.942,3.357,0.210,5.299,1,8,8
23.0,7.722,6.138,0.267,13.860,23.0,3.351,5.790,0.252,9.140,1,16,16
23.0,10.045,7.998,0.348,18.043,23.0,4.654,7.510,0.327,12.164,1,24,24
