num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
13.0,1.594,2.480,0.191,4.074,13.0,0.638,2.476,0.190,3.114
13.0,2.267,2.612,0.201,4.879,13.0,0.983,2.627,0.202,3.610
14.0,3.224,3.257,0.233,6.481,14.0,1.448,3.494,0.250,4.942
15.0,4.858,4.225,0.282,9.083,15.0,2.120,4.189,0.279,6.308
20.0,8.077,9.523,0.476,17.600,20.0,3.357,8.522,0.426,11.880
21.0,9.929,9.211,0.439,19.140,20.2,4.640,8.089,0.400,12.729
