74.0,4.107,12.839,0.174,16.946,78.0,3.914,13.868,0.178,17.783
64.0,3.273,11.344,0.177,14.617,66.2,1.883,11.783,0.178,13.667
29.0,5.531,6.644,0.229,12.175,30.7,3.163,7.096,0.231,10.259
