num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
30.0,9.983,1.780,0.059,11.763,29.7,1.230,1.796,0.060,3.025
31.0,6.380,2.010,0.065,8.390,30.3,0.877,2.039,0.067,2.916
36.0,4.837,1.732,0.048,6.569,35.2,0.676,1.769,0.050,2.445
40.0,4.558,2.522,0.063,7.080,39.8,0.703,2.526,0.063,3.228
40.0,4.483,2.545,0.064,7.028,39.8,0.695,2.511,0.063,3.206
