num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
9.0,0.485,0.070,0.008,0.555,9.9,0.097,0.068,0.007,0.165
11.0,0.616,0.104,0.009,0.720,11.9,0.137,0.117,0.010,0.255
13.0,1.084,0.162,0.012,1.246,14.5,0.238,0.176,0.012,0.414
15.0,1.714,0.216,0.014,1.930,17.6,0.353,0.252,0.014,0.605
18.0,2.966,0.422,0.023,3.388,21.6,0.602,0.458,0.021,1.060
20.0,4.580,0.677,0.034,5.257,25.4,0.947,0.863,0.034,1.810
