29.0,70.662,29.976,1.034,100.638,28.6,15.981,30.854,1.079,46.835
21.0,62.055,40.871,1.946,102.926,21.0,13.991,38.084,1.814,52.075
16.0,64.720,56.025,3.502,120.745,16.0,14.906,57.699,3.606,72.605
13.0,73.727,89.421,6.879,163.148,13.0,14.727,90.196,6.938,104.922
