15.0,40.526,45.958,3.064,86.484,14.3,17.892,45.778,3.201,63.670
11.0,40.930,70.950,6.450,111.880,10.1,17.431,64.407,6.377,81.838
8.0,45.073,109.102,13.638,154.175,8.0,18.107,106.182,13.273,124.289
6.0,41.947,163.230,27.205,205.177,6.0,17.821,158.860,26.477,176.681
