num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg,ranks,cores,total_cores
40.0,4.493,2.629,0.066,7.122,39.8,0.694,2.616,0.066,3.310,1,1,1
29.0,4.520,2.483,0.086,7.003,28.8,0.698,2.540,0.088,3.238,1,1,1
21.0,4.233,2.266,0.108,6.499,21.3,0.644,2.361,0.111,3.004,1,1,1
16.0,4.505,3.606,0.225,8.111,16.5,0.697,4.000,0.242,4.697,1,1,1
