num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
29.0,12.134,45.829,1.580,57.963,29.0,12.612,37.616,1.297,50.228
28.0,11.291,27.573,0.985,38.864,28.0,11.146,20.593,0.735,31.738
28.0,8.533,16.149,0.577,24.682,28.0,6.020,11.530,0.412,17.550
27.0,3.487,11.757,0.435,15.244,27.0,3.278,6.232,0.231,9.510
29.0,3.029,9.309,0.321,12.338,29.0,2.487,4.235,0.146,6.722
