num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
46.0,103.246,216.707,4.711,319.953,62.8,56.706,301.697,4.804,358.403
47.0,69.262,126.365,2.689,195.627,63.4,37.362,172.759,2.725,210.121
50.0,47.584,71.983,1.440,119.567,67.2,25.616,99.975,1.488,125.591
54.0,35.329,49.925,0.925,85.254,73.9,17.387,66.208,0.896,83.595
59.0,29.629,41.073,0.696,70.702,80.2,14.517,53.261,0.664,67.779
62.0,29.395,43.543,0.702,72.938,83.9,13.986,55.116,0.657,69.102
