num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
10.0,1.919,0.388,0.039,2.307,11.0,0.620,0.383,0.035,1.003
14.0,2.530,0.332,0.024,2.862,15.4,0.658,0.412,0.027,1.070
19.0,3.032,0.594,0.031,3.626,21.1,0.824,0.650,0.031,1.473
23.0,3.234,0.624,0.027,3.858,25.8,0.781,0.767,0.030,1.548
