num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
21.0,1.100,3.138,0.149,4.238,21.0,1.176,3.256,0.155,4.432
22.0,1.346,4.994,0.227,6.340,22.0,1.580,4.151,0.189,5.730
24.0,1.623,6.737,0.281,8.360,24.0,2.075,5.049,0.210,7.124
25.0,3.387,9.106,0.364,12.493,25.0,3.406,6.096,0.244,9.502
27.0,4.332,13.263,0.491,17.595,27.0,3.957,7.337,0.272,11.294
29.0,5.216,14.520,0.501,19.736,29.0,4.226,8.554,0.295,12.780
30.0,8.465,17.956,0.599,26.421,30.0,6.325,11.649,0.388,17.974
