num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
18.0,30.708,34.947,1.942,65.655,32.9,30.302,46.479,1.413,76.781
19.0,18.842,22.271,1.172,41.113,33.0,17.265,30.575,0.927,47.840
19.0,10.625,14.810,0.779,25.435,32.4,9.563,17.837,0.551,27.399
23.0,8.010,11.147,0.485,19.157,38.3,6.341,12.475,0.326,18.815
