num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg,ranks,cores,total_cores
20.0,48.948,87.730,4.386,136.678,38.1,51.963,209.527,5.501,261.490,16,24,384
19.0,25.048,56.924,2.996,81.972,38.3,26.961,141.617,3.700,168.577,32,24,768
19.0,22.085,49.861,2.624,71.946,39.5,23.771,157.970,4.004,181.741,64,24,1536
