num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
21.0,4.828,6.399,0.305,11.227,22.5,4.687,6.802,0.302,11.490
48.0,15.716,12.371,0.258,28.087,47.2,5.089,12.105,0.256,17.194
57.0,21.136,22.775,0.400,43.911,55.9,8.792,22.240,0.398,31.032
