num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg,ranks,cores,total_cores
67.0,5.408,8.720,0.130,14.128,65.4,1.116,8.473,0.130,9.589,96,1,96
61.0,5.681,66.572,1.091,72.253,61.3,2.222,59.040,0.963,61.262,192,1,192
64.0,1.470,2.455,0.038,3.925,62.4,2.012,58.121,0.931,60.133,384,1,384
