num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
68.0,45.458,70.668,1.039,116.126,67.5,8.177,62.542,0.927,70.719
67.0,45.596,65.764,0.982,111.360,67.4,8.870,60.577,0.899,69.447
