num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
20.0,4.254,0.709,0.035,4.963,25.4,0.886,0.842,0.033,1.727
14.0,4.498,0.661,0.047,5.159,18.5,0.894,0.835,0.045,1.729
10.0,4.433,0.842,0.084,5.275,13.6,0.920,0.981,0.072,1.901
7.0,4.514,0.886,0.127,5.400,9.7,0.897,1.167,0.120,2.064
