num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
61.0,21.176,8.195,0.134,29.371,59.2,3.329,6.296,0.106,9.625
44.0,21.247,6.601,0.150,27.848,42.7,3.174,5.934,0.139,9.109
32.0,21.284,8.263,0.258,29.547,31.3,3.267,6.882,0.220,10.149
24.0,21.087,10.436,0.435,31.523,23.8,3.145,9.600,0.403,12.745
