num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg,ranks,cores,total_cores
28.0,17.476,31.059,1.109,48.535,37.5,13.037,41.210,1.099,54.247,192,1,192
28.0,4.683,1.236,0.044,5.919,37.5,0.678,1.712,0.046,2.391,192,1,192
