num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
8.0,8.885,7.538,0.942,16.423,8.3,8.901,7.819,0.942,16.720
10.0,6.713,9.113,0.911,15.826,10.2,6.654,9.249,0.907,15.902
11.0,4.569,5.838,0.531,10.407,11.0,4.625,5.952,0.541,10.578
11.0,3.191,3.666,0.333,6.857,11.0,3.241,3.631,0.330,6.872
11.0,2.394,2.281,0.207,4.675,11.0,2.463,2.483,0.226,4.946
11.0,2.246,1.707,0.155,3.953,11.0,2.236,1.776,0.161,4.013
