num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg,ranks,cores,total_cores
48.0,16.654,51.209,1.067,67.863,52.1,15.584,79.921,1.533,95.504,8,24,192
107.0,79.891,52.693,0.492,132.584,104.4,19.606,77.229,0.740,96.835,8,24,192
122.0,105.528,75.927,0.622,181.455,119.3,34.875,127.133,1.066,162.009,8,24,192
