num_iter_one,t_setup_one,t_solve_one,t_iter_one,t_total_one,num_iter_avg,t_setup_avg,t_solve_avg,t_iter_avg,t_total_avg
48.0,19.360,46.260,0.964,65.620,52.1,15.730,77.898,1.495,93.628
82.0,62.332,56.385,0.688,118.717,81.3,20.955,84.878,1.044,105.833
81.0,40.387,58.570,0.723,98.957,77.8,14.517,81.025,1.041,95.542
107.0,74.544,50.527,0.472,125.071,104.4,18.752,76.422,0.732,95.175
